X,Y,C
-0.327375,0.0948959,3
-0.124024,0.591231,2
-0.247246,-0.165452,3
-0.31002,0.305335,2
0.131229,-0.144256,5
-0.182112,-0.297761,4
0.277814,0.161628,1
-0.0710246,0.487206,2
-0.45839,0.0608241,3
-0.0559404,-0.359404,4
-0.194463,-0.304334,4
0.181441,-0.182662,5
-0.154549,-0.420613,4
-0.186432,0.471948,2
-0.236706,-0.335927,4
0.12084,0.119113,1
0.19863,-0.0740863,5
0.131169,-0.317661,5
0.287314,0.176597,1
-0.25571,-0.461502,4
-0.421439,0.12194,3
-0.278099,0.405996,2
0.237633,0.22617,1
-0.0327373,-0.453677,4
-0.244147,0.0534712,3
0.341854,0.552293,1
-0.130984,-0.484064,4
0.386827,0.175749,1
0.283941,-0.161799,5
0.299066,0.3034,1
-0.279184,0.0194893,3
-0.0976163,0.00784407,3
0.325406,0.361642,1
0.218297,-0.317531,5
-0.198613,-0.303807,4
0.00457176,-0.214852,5
0.264749,0.248118,1
-0.372527,0.29991,2
0.265235,-0.253145,5
0.210567,0.471776,1
0.187385,-0.192156,5
-0.188771,-0.333232,4
0.149471,-0.275354,5
-0.220812,0.251098,3
-0.204572,-0.0132867,3
-0.415289,-0.341041,4
0.330314,0.487543,1
-0.21991,-0.341985,4
0.259836,0.384228,1
-0.236472,-0.338369,4
-0.38252,-0.0794659,3
0.0932227,-0.267844,5
-0.386593,-0.14205,3
-0.0951382,0.412239,2
0.303391,0.274286,1
-0.422988,0.0295019,3
0.200002,-0.346171,5
0.167986,0.393849,1
-0.262597,0.456195,2
0.336617,0.237349,1
-0.320396,-0.0748399,3
0.28508,-0.285646,5
0.269183,0.359874,1
0.281715,-0.140338,5
0.16508,0.302405,1
-0.306068,0.448045,2
0.249477,0.364407,1
0.319747,-0.34918,5
0.298579,0.248164,1
-0.135308,-0.50086,4
-0.137076,-0.124981,3
-0.212588,0.0913358,3
-0.389547,-0.437366,4
0.0410327,0.162776,3
0.114989,-0.16571,5
-0.0296033,0.0559575,3
-0.22693,-0.325315,4
-0.186539,0.444771,2
-0.177478,0.423373,2
-0.0931438,-0.25491,4
-0.392109,-0.3578,4
-0.384106,0.0632139,3
0.198925,-0.18591,5
-0.233845,0.0201778,3
-0.274623,-0.187245,3
-0.332303,0.0510711,3
-0.393733,0.0263544,3
-0.273871,-0.0875984,3
-0.148558,-0.416583,4
-0.122829,0.508082,2
0.109235,0.367768,1
0.181277,0.380959,1
0.4115,0.259033,1
0.268084,0.0406422,5
0.30006,0.0359866,1
0.120936,-0.279855,5
-0.231572,-0.211505,4
0.0154811,-0.238135,3
0.2048,0.321081,1
-0.0367458,0.0601219,3
-0.386047,0.122871,3
-0.245914,-0.0284605,3
-0.245046,0.129504,3
-0.246712,0.370411,2
0.104882,0.239919,1
-0.150611,0.08959,3
-0.0933747,-0.0303328,3
-0.351699,0.136003,3
-0.133488,-0.467774,4
0.185091,0.206297,1
-0.00256679,-0.0727523,3
-0.263592,-0.344688,4
0.401424,0.245871,1
-0.13115,0.110687,3
-0.251155,0.0410313,3
-0.399619,-0.0510068,3
0.192249,-0.057066,1
0.294893,-0.00579031,1
-0.0797507,-0.0151796,3
-0.24896,0.453727,2
-0.162756,0.28147,2
-0.224292,0.342247,2
-0.019648,-0.0907729,3
0.0285311,-0.0926643,3
-0.150361,-0.356011,4
-0.273529,0.128656,3
0.287455,-0.154532,5
0.198694,0.402262,1
-0.316537,-0.297076,4
0.327623,-0.254711,5
0.269112,0.0503974,1
0.310855,0.0800201,1
-0.34604,0.37374,2
0.14905,-0.225329,5
0.343275,-0.286884,5
0.321273,-0.390216,5
-0.189092,0.434829,2
0.124263,-0.360048,5
-0.257363,0.23413,2
-0.359371,-0.201083,3
-0.171607,-0.370463,4
0.184788,0.443961,1
-0.0204132,0.361705,2
0.40557,-0.215989,5
0.179239,0.20182,1
-0.268114,0.214455,3
0.125603,-0.445296,5
-0.224521,0.0815631,3
-0.260261,0.294951,2
-0.193748,-0.520964,4
-0.324147,-0.0397981,3
0.315094,0.176627,1
0.399744,-0.315168,5
0.342128,-0.376008,5
0.0488299,0.00742221,3
-0.0986614,0.291129,2
-0.363515,-0.0345236,3
0.172082,-0.199793,5
0.388387,-0.190369,5
-0.31204,-0.348429,4
-0.202614,-0.0181286,3
-0.191971,-0.0334444,3
0.276712,0.441682,1
0.287738,-0.29111,5
0.031005,-0.284247,5
0.182199,0.362088,1
0.0998143,0.309131,1
0.239637,0.472819,1
-0.151767,-0.0684,3
0.0394123,-0.384271,5
0.029959,0.172048,3
0.0928877,-0.032831,5
0.129144,0.217125,1
0.140699,0.208835,1
0.148352,0.377878,1
0.131676,-0.144922,5
-0.1157,-0.141371,3
-0.187999,-0.0150816,3
0.261474,0.13428,1
0.0297207,-0.27568,5
-0.343511,0.46404,2
0.130099,-0.368081,5
-0.300169,0.482226,2
-0.331974,-0.377998,4
-0.386169,-0.0450185,3
0.223325,-0.188049,5
-0.336032,0.0710573,3
-0.00643498,0.0641655,3
-0.154087,0.00210768,3
0.250843,0.225547,1
0.254867,0.187748,1
-0.186156,-0.0143754,3
0.097606,0.163991,1
0.307664,0.310963,1
-0.312401,0.0180198,3
-0.1673,0.0452929,3
-0.291623,0.0821046,3
0.190497,0.335151,1
0.162537,-0.155209,5
-0.100631,-0.390757,4
0.101264,-0.336139,5
0.264234,0.272081,1
0.0702252,0.0676415,1
0.162724,-0.299952,5
0.219174,-0.326857,5
0.179775,-0.377073,5
-0.177094,-0.337963,4
-0.214613,0.474019,2
0.350467,-0.330525,5
-0.158727,-0.00434553,3
0.266877,-0.381566,5
0.300589,0.420285,1
0.0844662,0.333657,1
0.406653,0.152797,1
-0.252664,0.27105,2
-0.0214423,0.37726,2
-0.043751,-0.168285,3
0.306578,-0.237568,5
-0.22919,0.317062,2
0.383127,0.253329,1
0.28346,-0.167508,5
0.104003,0.414571,1
-0.0709744,-0.310945,4
-0.303245,-0.498107,4
-0.127326,-0.325495,4
0.275051,0.351349,1
0.265291,-0.337129,5
0.313413,-0.260307,5
0.175369,-0.193747,5
0.262681,0.195059,1
-0.26997,-0.134707,3
0.0245274,0.563369,2
-0.281188,-0.34431,4
0.14479,0.11711,1
-0.318496,0.0494434,3
-0.228793,0.138736,3
-0.200922,-0.0154051,3
0.149436,-0.117969,5
0.255413,-0.30487,5
-0.00490358,-0.182692,5
0.282682,0.157557,1
-0.286013,-0.383578,4
0.306378,0.295434,1
0.261275,0.191364,1
0.127311,-0.0571035,1
0.17023,0.252738,1
-0.0652772,0.129582,3
-0.036799,0.357504,2
0.383214,0.271517,1
-0.263793,-0.0164867,3
-0.0440251,-0.152041,3
0.00735808,0.357671,2
0.171407,-0.136595,5
-0.417797,-0.307933,4
-0.230054,0.0184761,3
-0.279475,-0.522172,4
-0.29521,0.133134,3
0.216014,0.209181,1
-0.246625,-0.0794405,3
-0.419636,-0.0296513,3
0.00255996,0.533661,2
0.0971208,-0.171181,5
-0.18854,0.316502,2
-0.169053,-0.0545486,3
-0.337892,-0.549506,4
-0.308492,0.33245,2
0.311049,0.447949,1
0.327253,-0.217127,5
0.228496,-0.349132,5
-0.348249,-0.140408,3
-0.0605719,0.0829444,3
0.44187,0.146497,1
0.13766,-0.353795,5
-0.186293,-0.422859,4
0.271407,-0.172363,5
-0.0767231,0.324832,2
0.427604,0.590543,1
-0.243656,0.165333,3
-0.156062,5.66705e-6,3
-0.340008,0.036403,3
0.193868,-0.257825,5
0.250858,0.342628,1
-0.257241,0.349528,2
-0.150117,-0.399394,4
0.0566458,0.332604,1
-0.13134,-0.335692,4
-0.200121,-0.0378861,3
-0.219243,-0.126813,3
-0.138079,-0.0670426,3
-0.296229,0.403099,2
0.401439,0.128059,1
0.1086,0.504404,1
0.173231,0.191359,1
0.176737,0.245055,1
0.271361,0.293359,1
0.210333,0.406145,1
-0.202918,0.0581839,3
0.428996,0.146861,1
-0.183936,0.00588007,3
0.230287,0.24269,1
-0.265138,-0.438612,4
-0.444444,0.020792,3
-0.296344,-0.199106,3
0.209445,0.343195,1
-0.238506,0.304363,2
0.244023,-0.320187,5
-0.0520697,-0.0425437,3
-0.312466,-0.417679,4
0.174622,-0.379524,5
-0.23913,-0.0890549,3
0.406184,0.462593,1
0.411502,-0.264082,5
-0.123336,0.330126,2
0.284183,0.193327,1
0.303736,0.341466,1
0.177114,-0.0883881,5
-0.311061,-0.553526,4
0.0878028,0.241991,1
-0.195886,-0.0236707,3
0.131298,-0.29389,5
0.286388,-0.191096,5
-0.34904,0.00949794,3
-0.17415,0.305378,2
0.204589,0.120299,1
0.266337,-0.253189,5
0.126311,-0.358781,5
-0.135865,0.384714,2
-0.297305,0.235695,2
-0.315842,0.292352,2
0.0926846,0.330464,1
-0.13672,-0.0880078,3
-0.248787,0.365807,2
-0.254884,0.275876,2
-0.396413,0.158565,3
0.417874,0.363768,1
0.355815,0.352378,1
-0.256615,0.270983,2
-0.255862,0.431653,2
-0.357434,-0.0788459,3
0.306989,-0.1531,5
-0.161594,-0.0626476,3
-0.185062,-0.236344,3
0.0810027,0.421793,1
-0.274582,-0.146073,3
-0.252146,0.330297,2
-0.165467,-0.0845248,3
0.243292,0.425449,1
0.178839,0.334615,1
0.200482,0.0750479,1
0.228418,-0.366057,5
-0.219252,0.0616577,3
-0.182542,0.0449784,3
0.149991,-0.382372,5
-0.0893015,-0.128789,3
0.280488,0.192687,1
-0.17892,0.00304528,3
-0.195682,0.17874,3
0.356005,0.431704,1
0.16737,0.251342,1
0.239133,0.418419,1
-0.309127,-0.389353,4
-0.33275,0.075832,3
-0.0943078,-0.0764557,3
-0.283193,-0.480944,4
0.032287,-0.0361472,3
-0.157218,0.0669837,3
0.172145,-0.146852,5
0.0232459,0.247359,1
-0.127442,0.254866,1
0.249181,0.337407,1
0.423352,0.339714,1
-0.0531498,0.0194054,3
0.281646,0.154618,1
-0.169008,0.0994669,3
0.0475468,0.293188,1
0.261589,0.319521,1
-0.131293,0.0847943,3
-0.155775,-0.00607856,3
-0.263776,-0.0374599,3
0.234489,-0.138635,5
-0.0618247,0.287928,2
-0.323651,-0.46944,4
0.327609,0.157235,1
0.182427,0.242301,1
-0.310948,-0.146027,3
-0.264286,-0.0690564,3
0.133845,-0.389764,5
-0.293561,-0.13551,3
0.155754,-0.313951,5
0.0794303,0.400546,1
-0.166907,0.317555,2
-0.298161,-0.0486407,3
-0.373578,-0.152429,3
-0.0341703,-0.096543,3
0.280428,0.317908,1
-0.2447,-0.512738,4
0.0190243,0.449879,1
0.0890678,0.312999,1
-0.242664,-0.0675209,3
0.0497057,0.0776084,3
-0.46136,0.029989,3
0.337122,0.329574,1
0.144034,0.139732,1
-0.219267,0.218774,2
0.176889,0.370197,1
-0.327174,-0.00215658,3
0.228122,0.171218,1
0.202737,0.0869509,1
-0.126281,0.423245,2
0.104301,0.229402,1
-0.129334,0.274086,2
0.223595,0.175151,1
0.0836433,0.603269,1
-0.425815,-0.0157444,3
-0.260099,0.163517,3
0.288025,0.296448,1
0.306535,0.311551,1
-0.0579488,0.497202,2
-0.277178,0.0510517,3
0.316469,0.216126,1
0.218945,-0.283465,5
-0.208133,-0.151896,3
-0.264191,-0.21926,3
-0.144289,0.405546,2
0.234935,-0.0872153,5
0.20526,0.131254,1
-0.188054,0.361493,2
0.321102,0.218525,1
0.413071,-0.469374,5
-0.0908554,-0.450467,4
0.269707,0.0411889,5
-0.122575,-0.448141,4
-0.441771,-0.0381356,3
-0.276503,0.39082,2
0.366168,0.270558,1
-0.134552,-0.448379,4
-0.0570233,-0.276948,5
-0.15223,-0.209043,4
0.216071,-0.0932541,5
-0.122803,-0.405515,4
-0.377173,-0.032217,3
0.184903,-0.139237,5
-0.304891,0.022533,3
0.1716,0.265548,1
-0.0651769,0.36425,2
-0.209382,-0.043201,3
0.290194,-0.208522,5
-0.20012,0.282583,2
0.287192,0.439438,1
-0.282422,-0.0242317,3
0.346487,0.0278241,1
0.236272,0.341064,1
-0.259119,0.156383,3
0.261331,0.486667,1
-0.0552598,0.267038,2
0.0292294,-0.112783,5
-0.355421,-0.0958783,3
0.176076,0.395267,1
0.285451,0.263841,1
0.264575,-0.229335,5
0.0910937,0.380416,1
0.318577,-0.37372,5
-0.0154159,0.0565252,3
0.192342,0.486594,1
0.236005,-0.171657,5
0.356771,-0.24516,5
-0.269724,-0.306493,4
-0.174221,-0.538111,4
0.487991,0.36989,1
-0.25698,0.0480292,3
0.257699,0.138068,1
0.10358,0.161065,1
-0.229164,-0.0730241,3
-0.189872,0.415712,2
-0.115637,0.248886,3
0.0445306,0.157364,1
-0.400824,0.0511019,3
-0.286852,-0.444459,4
-0.225736,-0.403418,4
0.172219,-0.280528,5
-0.196396,0.294627,2
-0.41799,0.00378439,3
0.145656,0.1301,1
0.161825,-0.319418,5
-0.280892,-0.0692158,3
0.281504,-0.156823,5
0.182122,0.557699,1
-0.373685,0.152627,3
-0.273457,0.0233079,3
-0.172484,-0.323473,4
-0.0980076,-0.318275,4
-0.286651,-0.268942,3
0.137208,-0.213231,5
0.20478,0.379364,1
0.0849892,0.256515,1
-0.377154,0.123732,3
0.25826,-0.271878,5
0.118619,0.424045,1
-0.35269,-0.439242,4
0.177209,0.238043,1
0.168723,0.1028,1
-0.127974,0.00806252,3
0.0475248,-0.236801,5
0.163583,0.167412,1
-0.410201,0.0373783,3
-0.139743,0.359659,2
0.22507,0.268006,1
-0.122985,-0.384515,4
0.0626328,0.151345,1
0.0166991,0.0334656,3
0.157057,0.424623,1
-0.32001,-0.187764,4
0.19579,0.455753,1
-0.111007,0.512899,2
-0.219692,-0.00465493,3
0.208385,-0.185818,5
0.207686,-0.10778,5
0.241382,0.221267,1
0.0422742,0.100658,3
-0.0562935,0.341764,2
-0.337381,-0.451281,4
0.253196,-0.208058,5
0.124222,0.474468,1
-0.357335,0.536237,2
0.193062,0.155637,1
0.269945,0.232779,1
0.090359,-0.0205254,5
0.367904,0.208457,1
0.422834,0.572966,1
0.281488,0.155995,1
0.282024,-0.328728,5
0.0542805,0.341626,1
-0.343732,-0.432606,4
-0.0870872,-0.528669,4
-0.415917,-0.00794605,3
-0.0904262,-0.440777,4
0.00823514,0.00477366,3
-0.249576,0.49005,2
-0.152945,-0.397077,4
0.23391,0.434469,1
-0.255115,0.184388,3
-0.00794576,0.406703,1
-0.131177,-0.483172,4
0.250474,0.359841,1
-0.290656,0.168559,3
0.153906,-0.404961,5
-0.332431,0.0907837,3
0.304631,-0.308656,5
-0.305067,-0.30713,4
-0.175053,-0.269694,4
-0.35167,0.113636,3
-0.243597,-0.280105,3
-0.413223,0.0442365,3
0.310038,-0.279668,5
0.140419,0.195821,1
-0.326685,0.25892,2
-0.115234,0.46174,2
0.362489,0.266505,1
0.209526,0.423225,1
-0.252375,0.329588,2
0.0387489,0.109377,3
-0.134311,0.0258543,3
0.270644,-0.383621,5
-0.177419,-0.266302,4
-0.221725,0.0848665,3
-0.390859,-0.0320775,3
0.275006,0.22381,1
-0.204364,0.238532,3
-0.304807,0.320861,2
-0.0499642,0.560115,2
0.345351,-0.280731,5
0.106454,0.31713,1
-0.181173,-0.0596453,3
-0.198681,-0.175514,3
0.0943473,-0.266212,5
0.442542,0.183756,1
0.0384733,0.15262,1
0.156456,0.329267,1
0.203831,0.269117,1
-0.306648,-0.0833472,3
-0.158394,-0.043902,3
0.185865,0.101467,1
-0.191237,-0.250608,3
-0.0634021,0.141532,3
0.310068,0.421336,1
0.117962,0.417724,1
0.427562,0.518832,1
-0.426923,-0.455557,4
0.186842,0.330876,1
0.18733,-0.198971,5
-0.402667,-0.522434,4
0.257296,-0.330823,5
0.294708,0.272417,1
-0.343542,0.101618,3
0.125886,0.304677,1
-0.228575,0.0071258,3
0.399041,0.257371,1
0.217264,0.298522,1
-0.355963,-0.511942,4
-0.289321,-0.102738,3
0.3138,0.250668,1
-0.199553,0.352519,2
0.345845,-0.259564,5
0.375357,-0.300568,5
0.0609345,0.20356,1
0.179153,0.0676548,1
-0.0954503,-0.197804,4
-0.253861,-0.442441,4
0.233437,-0.335795,5
-0.465557,0.0106409,3
-0.305258,0.258372,2
-0.299437,-0.14048,3
-0.34327,-0.120132,3
-0.341271,0.0319532,3
0.221159,-0.20789,5
-0.233501,0.0227776,3
0.412688,-0.244635,5
-0.242418,-0.303177,4
-0.293356,-0.119804,3
0.117105,-0.165899,5
-0.345799,0.317567,2
-0.162833,0.0394678,3
-0.202308,0.12805,3
0.285363,0.294652,1
0.105184,0.390093,1
-0.0728512,-0.357371,4
-0.165525,0.417736,2
-0.0268622,0.309435,1
0.00461495,-0.0309848,3
-0.20444,-0.0145154,3
0.107453,0.377737,1
-0.0543843,0.457076,2
-0.340055,0.117795,3
0.180158,0.333555,1
0.446998,0.243407,1
-0.417908,0.0895038,3
-0.302019,-0.0622574,3
-0.274985,0.066916,3
0.247447,-0.345146,5
0.263377,0.108183,1
0.0539223,0.285455,1
0.14233,0.392763,1
0.259031,0.296444,1
0.18454,0.355129,1
-0.176294,-0.397552,4
0.090897,-0.262307,5
0.488725,0.398657,1
-0.244013,-0.170465,3
0.329607,-0.311095,5
0.420681,0.117341,1
-0.314646,0.436195,2
-0.24585,0.341274,2
0.372572,0.202431,1
-0.17882,0.206449,3
-0.173884,-0.184287,3
0.0543554,0.339684,1
0.260715,-0.514877,5
0.153946,0.142132,1
-0.334571,-0.0737016,3
-0.269753,0.437331,2
0.25469,0.366419,1
-0.183245,0.336262,2
0.162768,0.294998,1
-0.29841,-0.347465,4
-0.312487,0.414026,2
-0.0174808,0.403935,2
-0.445147,-0.338834,4
-0.237925,0.39304,2
0.233084,0.40032,1
0.263804,-0.0415262,1
0.146752,-0.10079,5
-0.0840434,0.0440583,3
0.450162,0.265682,1
0.279465,0.284598,1
-0.383163,-0.339241,4
-0.173903,0.451881,2
-0.136995,0.459631,2
-0.242658,-0.195042,3
0.0238816,0.00633101,3
-0.382338,0.457541,2
0.28106,0.307581,1
-0.00979269,0.136735,3
0.000149666,0.536806,2
-0.362038,-0.440555,4
0.204368,0.169848,1
-0.281702,-0.0750368,3
-0.402278,-0.116673,3
-0.442751,0.114821,3
-0.269843,-0.279872,3
0.281205,-0.110414,5
-0.107959,0.0958843,3
0.276969,-0.179025,5
0.0601628,0.386964,1
0.400917,0.38998,1
-0.155582,0.322846,2
0.241843,0.36823,1
0.11038,0.400651,1
0.387325,-0.287434,5
0.300702,0.300538,1
-0.431498,-0.290445,4
-0.205095,0.311932,2
-0.344611,0.526092,2
0.168837,0.21488,1
0.30983,0.425786,1
0.456594,-0.247834,5
0.474137,0.46659,1
0.13049,0.241995,1
-0.246309,0.00885686,3
0.336507,-0.273534,5
-0.172049,-0.349559,4
0.336506,0.40184,1
0.46962,0.511622,1
0.150123,0.198709,1
0.283961,0.0926494,1
0.264574,-0.255924,5
-0.0264887,-0.437076,4
-0.17963,0.519638,2
0.268436,-0.396859,5
0.0713429,0.215312,1
-0.168284,0.30621,2
-0.397958,-0.0557435,3
-0.325544,0.281403,2
-0.0432724,-0.124507,3
0.220624,0.239942,1
0.450314,0.305508,1
0.318191,-0.419329,5
-0.310752,0.416008,2
0.175582,-0.128591,5
0.123879,0.271548,1
-0.107907,0.00216844,3
-0.305901,-0.0464763,3
0.263389,-0.450963,5
0.402088,0.290365,1
0.29464,-0.422721,5
-0.390095,-0.305,4
0.205168,0.384965,1
0.240383,0.290233,1
0.123269,-0.275343,5
-0.243782,-0.0510087,3
-0.177385,-0.334001,4
0.166664,0.265249,1
0.256393,0.163561,1
0.292269,0.365169,1
-0.211251,-0.400342,4
0.0338739,0.00197227,3
-0.0484816,-0.432146,4
-0.0851756,0.419894,2
-0.333396,0.0645451,3
0.331552,0.227854,1
-0.193501,0.119417,3
0.232995,-0.227404,5
0.283824,0.316842,1
0.214443,-0.337409,5
-0.43011,0.133421,3
0.219819,0.255524,1
-0.407968,-0.527875,4
-0.162536,-0.319354,4
0.120344,0.324469,1
0.228913,0.368287,1
0.0955645,0.278861,1
-0.338251,0.101295,3
0.139609,0.240688,1
0.301455,-0.193629,5
-0.235737,-0.147202,3
-0.320879,-0.168538,3
0.28118,0.406533,1
0.365522,-0.233599,5
-0.266443,0.207512,2
0.255708,0.276607,1
0.272803,-0.31305,5
0.270507,-0.35988,5
-0.281145,0.325974,2
0.413059,-0.519353,5
-0.268449,-0.174187,3
0.0926827,0.239875,1
-0.339229,-0.470125,4
0.0445986,0.46303,2
-0.0113679,-0.113063,3
-0.401138,0.0916737,3
0.30809,0.101039,1
-0.255163,0.0554766,3
-0.215302,0.263954,2
0.126269,0.326409,1
-0.303207,-0.0531815,3
-0.0393559,-0.0643209,3
-0.138546,0.0457985,3
-0.327231,-0.37246,4
0.259037,0.214168,1
-0.196218,-0.533537,4
0.0817087,0.146986,1
-0.295501,-0.37669,4
0.231596,0.25265,1
0.0804173,-0.364765,5
0.207142,0.293926,1
0.236426,0.316545,1
-0.199874,0.00514631,3
-0.264566,0.115829,3
0.0806044,0.168818,1
0.133309,0.421595,1
0.174772,-0.360736,5
0.299003,-0.179593,5
0.0963333,0.260309,1
-0.225957,-0.177639,3
-0.204704,-0.0713999,3
-0.216682,-0.0171726,3
-0.187792,0.0112563,3
-0.151944,-0.0644651,3
0.0763393,0.279141,1
0.365905,0.30302,1
-0.375826,-0.47498,4
-0.43547,-0.542537,4
-0.296337,0.091084,3
-0.21436,-0.368677,4
-0.375438,0.169331,3
-0.197402,-0.0891201,3
-0.250753,-0.228182,3
0.259954,-0.170516,5
-0.214409,-0.373548,4
-0.238641,0.0170935,3
0.156313,-0.200855,5
-0.0493128,0.0618206,3
0.0836601,0.286419,1
-0.234254,0.461662,2
0.190883,0.0690479,1
0.305576,0.278551,1
-0.162991,0.242424,3
0.270563,0.136994,1
-0.113239,0.11145,3
0.146075,0.199051,1
0.204201,-0.212804,5
-0.102467,-0.0166801,3
0.202635,0.2389,1
0.0918665,0.0245527,1
0.0843935,0.456516,1
-0.14985,0.289715,2
-0.342297,-0.515754,4
-0.138233,0.339274,2
0.38176,-0.160811,5
0.341688,0.39039,1
0.300615,-0.39527,5
0.473476,0.368313,1
-0.249355,-0.559236,4
-0.302967,-0.333412,4
-0.0687864,0.36407,2
-0.42121,-0.348232,4
0.142748,0.395669,1
-0.111838,-0.311844,4
0.221369,0.243763,1
0.240054,-0.346969,5
-0.187121,0.241746,2
-0.262312,-0.375648,4
-0.261837,0.0317076,3
-0.1443,-0.0143866,3
-0.11121,-0.536296,4
-0.101453,0.0936747,3
-0.272688,0.0557343,3
-0.185492,0.037713,3
0.130688,0.380868,1
0.121544,-0.276942,5
0.21464,-0.261031,5
-0.156139,0.419667,2
0.264301,0.107091,1
-0.157235,-0.00479277,3
-0.330168,-0.0159108,3
0.137393,0.0400371,1
0.202889,0.291015,1
-0.11692,-0.413874,4
0.111338,0.0136522,1
0.33503,0.355945,1
-0.109386,-0.0181825,3
0.434609,-0.115271,5
-0.141048,-0.350057,4
0.263298,0.216648,1
-0.323603,0.0652797,3
0.228551,0.488824,1
-0.332925,0.392658,2
-0.268867,0.395125,2
-0.214239,-0.0336829,3
0.155848,-0.326521,5
0.165377,0.316515,1
0.384563,0.320147,1
0.0453455,0.298447,1
0.239576,-0.361798,5
-0.217875,-0.508329,4
-0.270258,-0.0792493,3
0.18936,-0.170662,5
-0.00372895,0.329384,2
0.218915,-0.140043,5
-0.309679,0.495151,2
-0.206722,-0.504268,4
-0.0767071,-0.441712,4
-0.151583,-0.151868,3
0.0322183,-0.126325,5
-0.280102,-0.0531542,3
-0.222147,0.324795,2
-0.420725,-0.0907701,3
0.119908,0.272152,1
0.0680096,0.201323,1
-0.370505,-0.399246,4
-0.327952,0.418408,2
-0.0680704,-0.334716,4
-0.155499,0.113639,3
0.219999,-0.157662,5
-0.259632,0.158105,3
-0.334752,-0.40797,4
-0.349315,-0.0743072,3
0.0949104,-0.0744645,3
0.189442,-0.11683,5
-0.326316,0.0916082,3
0.278861,-0.386628,5
0.401416,-0.345533,5
-0.344112,-0.280555,4
0.27913,0.303842,1
-0.36501,-0.318685,4
-0.126157,-0.259423,3
0.43516,0.328199,1
0.116648,0.348636,1
-0.276585,-0.549701,4
-0.197621,0.240116,2
-0.0952921,0.248935,3
-0.160561,-0.500745,4
-0.123631,-0.0798337,3
-0.262525,0.464923,2
-0.290234,-0.522683,4
0.16115,0.0958352,1
0.349078,0.320156,1
-0.201152,-0.00350685,3
0.220166,-0.270157,5
0.236825,-0.256798,5
0.168669,0.27419,1
0.243942,-0.19231,5
0.300029,0.308788,1
0.103284,0.26876,1
0.283513,0.345523,1
0.218719,0.25621,1
-0.13885,0.342687,2
-0.305113,0.296012,2
0.118166,0.154804,1
0.0973914,0.410673,1
-0.117687,-0.216427,3
