X,Y,C
63.72,8,2
43.73,8,2
47.36,7,2
35.76,7,2
55.77,5,2
61.22,9,2
51.2,9,2
53.59,5,2
28.36,7,2
64.32,3,2
44.3,3,2
214.17,73,1
189.97,3,3
193.58,16,3
42.71,5,2
52.6,4,2
47.34,6,2
66.08,4,2
63.95,3,2
54.87,6,2
43.36,3,2
46.85,4,2
53.01,4,2
53.83,6,2
148.44,7,3
53,5,2
50.1,7,2
35.14,5,2
64.31,5,2
41.78,5,2
51.32,3,2
73.5,6,2
62.97,2,2
52.42,7,2
160.04,10,3
195.47,14,3
218.58,9,3
38.82,16,4
52.53,6,2
61.28,6,2
55.52,8,2
47.58,10,2
39.4,8,2
60.65,5,2
66.13,5,2
169.02,4,3
44.13,5,2
39.33,6,2
43.16,6,2
170.87,15,3
52,3,2
60.27,33,4
53.48,2,2
64.75,4,2
57.17,33,4
31.35,3,2
47.24,3,2
45.99,3,2
59.04,6,2
219.84,15,3
27.48,5,2
58.82,4,2
65.84,6,2
64.48,5,2
47.52,2,2
172.85,13,3
177.44,4,3
231.57,13,3
57.82,1,2
188.49,11,3
47.32,55,4
209.76,15,3
192.34,69,1
28.94,4,2
61.86,7,2
44.46,4,2
175.37,18,3
189.99,12,3
51.33,38,4
63.38,4,2
66.21,4,2
39.94,6,2
51.31,2,2
50.55,7,2
206.08,15,3
62.48,8,2
185.5,13,3
56.52,7,2
37.16,19,4
33.32,8,2
30.5,5,2
52.37,6,2
33.45,5,2
32.28,8,2
50.69,8,2
49.54,21,4
41.6,6,2
162.34,9,3
70.77,5,2
54.32,5,2
56.9,3,2
47.13,3,2
56.49,4,2
53.72,6,2
54.66,4,2
182.99,5,3
55.4,4,2
41.83,8,2
43.03,7,2
51.08,7,2
49.37,40,4
60.59,8,2
58.51,6,2
57.25,0,2
51.39,9,2
187.17,7,3
49.35,40,4
61.34,5,2
43.75,19,4
44.26,4,2
45.7,7,2
37.83,7,2
56.09,6,2
69.66,4,2
62.04,5,2
52.99,9,2
55.07,4,2
188.25,18,3
51.12,6,2
52.03,3,2
48.83,24,4
188.34,18,3
146.8,18,3
42.45,16,2
51.55,6,2
52.85,5,2
50.38,6,2
164.47,7,3
42.54,3,2
61.67,5,2
39.67,5,2
44.67,5,2
217.91,3,3
56.12,0,2
184.66,8,3
192.77,14,3
58.54,7,2
47.34,5,2
48.83,39,4
63.63,28,4
190.85,9,3
50.29,39,4
57.61,5,2
42.59,6,2
45.89,7,2
56.68,55,4
35.93,6,2
62.03,6,2
31.73,8,2
78.56,4,2
58.98,6,2
37.36,2,2
49.01,4,2
60.2,39,4
161.98,9,3
59.66,3,2
58.07,11,2
56.54,3,2
47.76,25,4
44.61,8,2
41.52,8,2
49.19,5,2
38.03,5,2
52.95,3,2
176.65,11,3
50.69,4,2
56.07,5,2
52.31,25,4
39.87,4,2
44.89,1,2
52.03,4,2
42.21,8,2
69.72,4,2
178.28,71,1
174.29,10,3
34.46,4,2
58.94,5,2
72.61,4,2
38.19,15,2
35.52,6,2
28.32,3,2
48.56,3,2
38.04,4,2
59.63,3,2
57.2,7,2
179.23,6,3
36.89,6,2
202.84,17,3
48.05,18,4
59.6,5,2
35.6,1,2
52.8,7,2
42.44,3,2
63.2,7,2
40.47,30,4
52.11,5,2
44.02,4,2
46.44,5,2
32.61,23,4
51.91,2,2
52.19,4,2
50.24,8,2
39.16,5,2
62.24,10,2
158.31,4,3
208.96,10,3
173.35,6,3
51.91,6,2
52.3,4,2
49.07,7,2
45.15,5,2
51.37,2,2
197.95,10,3
32.63,4,2
44,4,2
58.67,6,2
64.54,27,4
45.77,4,2
31.88,6,2
50.81,5,2
170.72,1,3
62.7,1,2
60.69,6,2
44.97,6,2
40.46,5,2
60.38,4,2
40.61,4,2
48,23,4
55.85,5,2
36.98,6,2
41.93,4,2
60.85,5,2
57.64,8,2
42.75,4,2
62.81,7,2
60.9,5,2
46.26,7,2
116.58,4,3
179.4,2,3
58.83,3,2
58.38,5,2
174.71,9,3
48.63,7,2
50.38,5,2
60.1,5,2
43.98,6,2
36.33,8,2
55.2,7,2
46.09,4,2
47.26,3,2
187.67,17,3
48.01,32,4
53.07,1,2
46.58,7,2
229.3,15,3
36.31,6,2
180.84,21,3
46.79,7,2
37.21,6,2
35.55,5,2
68.36,37,4
54.58,25,4
51.91,6,2
35.7,2,2
41.23,6,2
61.92,40,4
65.6,6,2
49.43,5,2
185.17,4,3
56.49,6,2
46.8,6,2
53.94,4,2
156.38,6,3
150,8,3
48.66,6,2
36.37,2,2
37.48,26,4
187.37,86,1
55.67,2,2
27.8,6,2
56.82,3,2
32.3,5,2
140.59,3,3
50.28,6,2
37.52,6,2
53.74,31,4
39.05,3,2
51.29,5,2
195.01,10,3
56.73,4,2
53.64,3,2
149.51,10,3
54.53,4,2
50.18,6,2
56.39,20,4
50.78,2,2
34.34,3,2
45.94,3,2
58.46,8,2
50.21,2,2
170.38,16,3
177.82,12,3
55.2,1,2
182.43,9,3
57.74,4,2
163.26,13,3
62.58,8,2
45.08,4,2
54.41,5,2
64.75,7,2
48.88,7,2
32.54,8,2
55.04,5,2
48.21,2,2
58.27,1,2
57.2,5,2
55.28,36,4
50.79,5,2
149.19,16,3
54.99,36,4
39.64,31,4
158.61,71,1
54.84,7,2
44.44,3,2
43.65,2,2
42.86,4,2
51.06,24,4
61.76,23,4
37.17,5,2
36.76,7,2
38.96,4,2
64.43,3,2
47.64,5,2
48.42,5,2
164.4,10,3
68.86,31,4
157.26,18,3
58.92,3,2
50.86,4,2
60.4,28,4
33.86,5,2
52.14,23,4
49.52,7,2
55.28,2,2
53.63,20,4
67.19,4,2
30.61,2,2
51.01,22,4
31.3,33,4
43.69,6,2
31.35,7,2
39.19,8,2
48.09,6,2
48.83,5,2
60.3,7,2
41.94,3,2
53.23,6,2
51.63,7,2
48.79,5,2
66.06,4,2
55.11,6,2
47.77,5,2
51.13,8,2
202.04,7,3
43.1,6,2
58.52,6,2
38.38,6,2
41.53,5,2
49.3,1,2
51.34,6,2
61.72,25,4
40.66,7,2
39.75,3,2
44.09,4,2
176.44,5,3
193.88,9,3
46.39,6,2
31.4,7,2
169.72,6,3
184.19,14,3
29.01,3,2
48.47,3,2
51.35,6,2
50.7,7,2
40.84,25,4
176.43,11,3
45.97,23,4
234.52,88,1
196.17,12,3
71.42,3,2
48.48,1,2
53,3,2
48.2,6,2
48.45,6,2
75.09,5,2
54.64,5,2
34.12,4,2
59.43,6,2
44.2,6,2
184.46,4,3
159.11,16,3
29.28,3,2
54.6,30,4
162.26,14,3
71.73,5,2
35.83,6,2
171.7,14,3
47.17,5,2
51.51,5,2
44.1,2,2
52.72,2,2
47.57,5,2
52.88,4,2
48.56,26,4
49.47,10,2
58.64,20,4
66.9,5,2
52.41,3,2
52.15,4,2
48.81,3,2
176.01,16,3
45.29,9,2
56.78,6,2
60.51,2,2
72.33,5,2
41.55,3,2
26.95,8,2
63.62,41,4
61.27,6,2
56.55,5,2
57.03,4,2
45.44,28,4
37.89,14,2
182.32,15,3
48.74,7,2
44.31,19,4
55.1,4,2
37.6,6,2
43.29,4,2
49.3,3,2
168.24,10,3
51.36,33,4
47.65,7,2
142.83,5,3
49.09,12,2
157.02,21,3
191.31,7,3
168.09,5,3
46.91,2,2
59.47,5,2
42.41,7,2
43.37,50,4
187.46,7,3
57.57,1,2
66.87,6,2
37.26,1,2
54.89,3,2
62.08,37,4
194.87,8,3
33.95,5,2
192.61,10,3
56.04,39,4
42.9,6,2
46.51,6,2
53.75,3,2
155.83,10,3
54.42,7,2
193.08,9,3
35.54,6,2
61.8,1,2
46.33,2,2
44.97,8,2
60.01,6,2
43.42,8,2
56.48,3,2
56.41,7,2
59.01,35,4
45.62,25,4
46.6,4,2
35.82,5,2
47.95,9,2
48.79,2,2
71.55,4,2
33.64,45,4
38.42,2,2
190.45,14,3
62.51,4,2
166.96,8,3
62.35,28,4
44.51,5,2
38.09,2,2
225.68,2,3
190.97,76,1
62.81,4,2
51.53,4,2
47.62,5,2
46.7,0,2
57.27,9,2
43.52,25,4
42.52,5,2
35.32,6,2
56.45,4,2
53.42,1,2
49.53,4,2
41.42,7,2
68.18,5,2
160.26,20,3
65.01,6,2
60.58,3,2
43.98,4,2
51.7,21,4
59.03,4,2
185.5,13,3
44.94,4,2
60.76,5,2
75.54,7,2
56.2,29,4
58.56,7,2
56.04,1,2
42.21,6,2
53.4,45,4
60.7,3,2
151.59,4,3
46.08,3,2
31.45,8,2
41.62,4,2
186.67,15,3
43.18,4,2
58.53,2,2
166.22,77,1
55.68,37,4
38.76,6,2
52.38,4,2
56.21,1,2
60.55,7,2
40.72,6,2
59.76,4,2
50.89,5,2
33.6,24,4
53.59,2,2
57.22,7,2
60.97,9,2
58.83,5,2
51.78,2,2
184.45,12,3
37.05,5,2
189.61,16,3
41.75,9,2
58.96,6,2
72.04,3,2
60.17,5,2
62.48,7,2
63.62,4,2
29.13,5,2
46.45,4,2
165.07,8,3
53.08,5,2
194.22,12,3
40.49,5,2
184.62,6,3
48.47,20,4
59.98,6,2
38.41,24,4
54.8,8,2
49.34,5,2
151.09,13,3
53.89,2,2
46.37,5,2
47.96,4,2
176.88,7,3
58.92,4,2
55.64,5,2
40.04,35,4
36.88,5,2
62.81,6,2
58.89,42,4
53.37,40,4
45.05,4,2
57.83,7,2
40.1,4,2
55.11,3,2
65.76,9,2
203.98,11,3
68.37,5,2
52.05,7,2
47.64,10,2
42.81,6,2
55.51,8,2
56.34,25,4
38.92,7,2
183.14,9,3
56.54,39,4
158.02,8,3
58.93,6,2
52.5,3,2
54.48,8,2
31.88,7,2
42.37,5,2
51.01,7,2
59.64,6,2
57.4,9,2
49.48,2,2
57.35,5,2
50.82,6,2
49.25,7,2
41.52,4,2
60.39,8,2
63.59,3,2
70.83,5,2
44.82,7,2
43.15,8,2
41.39,8,2
47.41,3,2
55.43,6,2
66.81,5,2
63.19,21,4
35.39,8,2
62.01,4,2
170.11,49,1
61.46,6,2
55.34,5,2
63.84,1,2
39.6,7,2
44.74,2,2
193.86,6,3
43.19,5,2
34.95,0,2
28.91,4,2
158.47,100,1
47.56,8,2
160.49,6,3
46.11,4,2
46.74,4,2
153.45,1,3
169.54,12,3
46.39,7,2
65.17,4,2
53.04,4,2
45.67,39,4
47.52,6,2
65.93,3,2
64.9,6,2
65.88,5,2
39.31,6,2
46.2,5,2
219.39,1,3
34.41,4,2
23.2,8,2
45.45,3,2
56.07,6,2
62.48,2,2
41.87,6,2
52.84,3,2
173.91,75,1
51.87,4,2
57.26,6,2
50.38,5,2
53.45,4,2
43.48,15,4
37.79,3,2
63.96,6,2
46.12,33,4
48.21,8,2
45.94,6,2
58.44,19,4
179.25,12,3
38.6,2,2
38.29,6,2
57.86,6,2
57.8,8,2
68.99,4,2
70.32,4,2
61.48,3,2
66.17,6,2
152.6,15,3
27.59,7,2
40.4,5,2
50.54,8,2
198.13,16,3
43.06,3,2
44.65,6,2
194.15,12,3
59.81,8,2
60.73,5,2
58.13,6,2
56.72,3,2
145.73,9,3
31.81,4,2
45.2,6,2
51.97,2,2
56.61,8,2
45.96,4,2
174.79,10,3
56.71,8,2
205.4,11,3
51.45,5,2
55.14,1,2
60.79,8,2
224.24,16,3
47.48,3,2
69.79,6,2
52.76,4,2
51.61,2,2
31.6,5,2
197.6,10,3
228.96,13,3
55.04,4,2
61.92,4,2
54.29,9,2
45.45,4,2
187.13,19,3
176.54,3,3
185.52,16,3
169.25,9,3
68.57,4,2
44.53,4,2
56.76,6,2
46.07,3,2
32.9,36,4
166.15,11,3
62.34,12,2
29.54,5,2
53.39,7,2
50.03,3,2
52.78,9,2
66,3,2
41.92,5,2
185.68,18,3
49.37,3,2
41.2,3,2
37.53,33,4
186.47,10,3
55.01,24,4
56.96,7,2
54,6,2
42.26,6,2
47.39,5,2
56.14,6,2
37,5,2
173.55,3,3
38.4,4,2
50.73,9,2
55.77,5,2
189.2,4,3
184.26,7,3
56.02,5,2
51.05,4,2
74.91,4,2
60.78,6,2
49.88,6,2
64.32,4,2
39.19,8,2
172.5,5,3
23.9,6,2
44.77,2,2
57.05,5,2
50.32,5,2
48.39,5,2
36.82,3,2
50.55,41,4
34.46,3,2
44.98,3,2
37.14,2,2
60.07,3,2
47.23,5,2
39.02,4,2
59.86,4,2
46.67,6,2
48.37,32,4
54.84,5,2
51.59,6,2
44,7,2
54.35,1,2
184.1,19,3
41.31,5,2
54.84,6,2
46.97,13,2
183.97,11,3
170.86,7,3
144.23,49,1
43.07,1,2
165.23,57,1
189.75,9,3
51.73,6,2
156.41,10,3
45.9,6,2
45.58,4,2
38.76,4,2
34.86,6,2
41.84,4,2
38.66,3,2
52.98,6,2
55.63,4,2
50.26,21,4
53.33,5,2
45.17,5,2
55.4,8,2
64.13,6,2
58.56,3,2
42.6,5,2
42.9,6,2
27.86,8,2
46.85,7,2
63.59,21,4
180.6,13,3
58.11,9,2
43.95,3,2
52.59,5,2
51.54,9,2
44.65,4,2
57,8,2
54.1,8,2
33.68,4,2
50.69,7,2
187.45,4,3
23.06,15,4
170.85,16,3
68.63,8,2
46.26,8,2
64.77,5,2
187.55,5,3
59.07,1,2
59.12,7,2
60.88,7,2
58.1,2,2
49.1,9,2
59.34,38,4
52.82,5,2
49.5,9,2
52.07,6,2
76.26,2,2
62.26,6,2
34,6,2
61.38,9,2
48.38,6,2
58.1,8,2
166.8,8,3
200.72,20,3
176.3,18,3
183.1,14,3
60.65,5,2
37.14,6,2
46.94,6,2
57.03,6,2
198.1,3,3
42.04,5,2
48.5,7,2
55.64,5,2
74.19,9,2
53.42,4,2
56.87,6,2
54.67,5,2
57.98,6,2
63.68,2,2
46.99,6,2
43.8,3,2
54.09,4,2
56.32,8,2
174.32,28,3
49.54,9,2
164.31,45,1
30.16,5,2
167.55,70,1
41.14,2,2
176.1,5,3
48.52,7,2
54.11,50,4
49.23,3,2
59.02,3,2
165.07,4,3
51.91,59,4
81.34,31,4
168.22,9,3
40.4,6,2
61.36,5,2
172.53,76,1
51.83,6,2
38.49,7,2
59.55,8,2
48.64,4,2
45.16,6,2
49.41,7,2
50.64,4,2
57.34,2,2
66.83,6,2
32.52,10,2
62.58,5,2
160.94,13,3
184.74,1,3
42.42,4,2
40.81,3,2
57.11,3,2
42.77,6,2
185.37,14,3
57.89,6,2
152.55,17,3
58.45,6,2
132.03,15,3
58.98,6,2
45.68,3,2
56.67,5,2
39.81,4,2
45.21,7,2
50.64,3,2
43.22,7,2
38.23,2,2
61.53,11,2
54.86,4,2
179.56,17,3
205.43,7,3
162.71,10,3
162.97,15,3
50.1,5,2
55.96,8,2
49.25,25,4
191.81,7,3
56.91,5,2
40.87,5,2
50.48,8,2
35.2,6,2
48.47,4,2
61.79,5,2
41.75,5,2
213.93,47,1
40.61,4,2
40.75,4,2
35.47,3,2
72.8,1,2
38.04,7,2
35.58,5,2
45.58,0,2
56.85,3,2
54.94,7,2
45.39,6,2
63.01,7,2
37.64,7,2
56.61,6,2
41.38,8,2
165.2,74,1
61.88,2,2
43.02,7,2
45.54,11,2
60.82,5,2
54.97,5,2
153.81,18,3
42.54,5,2
190.04,16,3
63.47,25,4
53.12,6,2
33.92,43,4
200.6,18,3
45.97,7,2
196.37,17,3
213.12,3,3
61.46,7,2
50.45,7,2
60.88,5,2
51.3,5,2
57.45,6,2
53.95,3,2
41.16,2,2
203.91,12,3
38.32,5,2
39.72,7,2
59.21,26,4
54.83,40,4
64.57,29,4
56.02,5,2
45.85,6,2
51.05,4,2
52.25,5,2
43.43,10,2
49.24,5,2
53.3,41,4
53.12,30,4
154.62,5,3
43.61,8,2
35.87,35,4
64.28,34,4
50.87,4,2
32.72,0,2
184.12,7,3
175.69,16,3
48.87,25,4
60.9,6,2
59.64,6,2
77.82,9,2
58.32,42,4
164.26,11,3
47.77,6,2
58.82,30,4
60.4,6,2
54.82,3,2
181.3,11,3
39.57,4,2
55.06,37,4
168.88,14,3
180.65,16,3
141.96,15,3
46.69,2,2
44.52,1,2
43.74,34,4
70.45,6,2
16.39,8,2
48.16,6,2
181.52,14,3
156.17,17,3
164.08,71,1
52.75,4,2
41.83,5,2
59.34,9,2
56.38,1,2
47.52,8,2
29.69,6,2
45.64,3,2
50.64,4,2
56.27,4,2
43.45,5,2
47.21,36,4
39.27,34,4
169.45,67,1
162.8,11,3
47.49,5,2
150.57,15,3
53.27,6,2
50.63,3,2
176.96,23,3
46.1,6,2
171.64,16,3
27.14,4,2
54.47,4,2
83.42,5,2
189.77,16,3
37.73,4,2
35.13,38,4
59.91,6,2
152.1,10,3
170.3,6,3
59.19,33,4
38.03,43,4
45.52,4,2
52.32,6,2
62.2,4,2
70.29,8,2
39.06,1,2
195.95,4,3
55.42,6,2
65.49,6,2
57.64,6,2
48.66,4,2
69.29,4,2
174.41,36,1
173.02,3,3
53.79,5,2
59.68,4,2
34.74,4,2
41.42,6,2
51.24,5,2
45.58,7,2
179.22,95,1
42.78,5,2
172.02,14,3
61.68,6,2
45.82,42,4
154.52,51,1
196.56,1,3
177.09,7,3
54.26,5,2
47.36,7,2
47.88,7,2
191.03,1,3
165.1,13,3
205.78,9,3
53.49,51,4
64.43,8,2
156.85,58,1
190.33,14,3
60.75,5,2
39.75,8,2
56.13,6,2
48.34,5,2
37.91,7,2
48.57,8,2
164.03,86,1
66.46,6,2
60.59,6,2
53.48,5,2
34.03,5,2
45.32,6,2
43.04,8,2
48.94,34,4
54.57,3,2
48.75,8,2
46.08,7,2
157.73,12,3
175.29,34,1
57.13,4,2
39.81,8,2
50.62,8,2
183.3,16,3
52.01,4,2
39.67,9,2
49.69,5,2
172.78,5,3
53.31,25,4
51.54,22,4
44.49,7,2
34.26,5,2
43.6,1,2
68.7,3,2
40.22,6,2
45.1,4,2
51.86,4,2
53.1,4,2
41.14,6,2
54.4,4,2
52.93,41,4
52.33,6,2
45.34,26,4
50.66,6,2
200.05,9,3
212.41,12,3
56.9,10,2
53.52,9,2
169.66,11,3
38.74,7,2
34.68,6,2
56.74,7,2
56.1,9,2
64.94,1,2
69.88,7,2
200.21,5,3
47.84,4,2
68.87,5,2
42.96,3,2
63.75,8,2
38.5,7,2
43.23,4,2
47.39,6,2
170.6,3,3
46.54,4,2
60.04,34,4
177.48,19,3
42.9,6,2
47.47,6,2
48.82,6,2
52.19,3,2
46.88,6,2
63.08,9,2
36.74,7,2
43.5,8,2
51.43,5,2
48.26,5,2
171.16,51,1
193.78,6,3
45.87,6,2
207.13,13,3
51.61,3,2
57.77,2,2
56.24,5,2
48.09,3,2
188.22,12,3
58.88,6,2
43.07,4,2
49.9,4,2
46.25,35,4
159.53,15,3
37.1,6,2
47.95,3,2
31.39,5,2
48.14,3,2
34.77,4,2
52.4,3,2
55.83,4,2
57.91,7,2
62.86,3,2
33.56,7,2
50.36,3,2
55.7,1,2
192.38,10,3
55.84,5,2
54.34,6,2
55.36,47,4
56,8,2
188.24,3,3
47.18,42,4
53.56,27,4
37.68,4,2
56.01,6,2
155.02,9,3
145.28,91,1
41.84,7,2
164.43,12,3
50.05,4,2
35.44,2,2
175.81,8,3
56.74,3,2
47.97,27,4
72.91,30,4
72.9,7,2
62.11,33,4
32.45,6,2
64.11,5,2
208.52,5,3
48.17,4,2
37.62,3,2
67.7,43,4
75.68,7,2
46.88,6,2
41.82,4,2
36.66,4,2
170.9,15,3
55.02,3,2
55.12,6,2
211.99,6,3
46.25,2,2
43.69,4,2
50,27,4
52.66,7,2
52.11,8,2
50.55,4,2
36.19,4,2
211.26,6,3
63.68,6,2
46.33,8,2
31.06,3,2
50.96,3,2
164.37,7,3
47.92,7,2
64.81,8,2
135.98,14,3
187.13,12,3
163.89,8,3
51.24,5,2
52.97,32,4
39.59,3,2
71.83,5,2
54.04,7,2
46.62,3,2
51.72,5,2
150.46,14,3
162.56,56,1
31.3,5,2
53.43,6,2
195.87,3,3
53.11,3,2
203.41,7,3
30.84,7,2
167.02,10,3
60.39,7,2
50.19,5,2
40.7,2,2
46.86,4,2
53.88,3,2
65.55,3,2
194.13,11,3
57.76,3,2
179.24,7,3
241.71,22,3
56.08,8,2
56.11,1,2
63.68,4,2
71.3,8,2
67.23,5,2
49.22,5,2
164.47,10,3
38.61,6,2
56.54,33,4
50.18,3,2
177.63,7,3
168.84,7,3
29.92,49,4
49.9,6,2
185.39,20,3
170.72,7,3
63.36,6,2
51.62,6,2
58.53,8,2
134.54,10,3
50.72,5,2
41.67,33,4
56.28,7,2
162.68,5,3
59.16,8,2
50.32,46,4
178.17,10,3
55.9,3,2
38.85,8,2
44.96,46,4
55.18,5,2
63.79,33,4
41.37,1,2
51.27,6,2
40.98,33,4
53.34,3,2
63.96,5,2
60.75,2,2
46.74,2,2
30.27,4,2
52.42,3,2
178.42,3,3
31.13,6,2
58.15,7,2
53.28,5,2
50.67,4,2
171.42,4,3
46.72,7,2
55.41,3,2
48.29,5,2
58.28,0,2
176.23,16,3
201.38,1,3
57.9,34,4
43.54,4,2
64.19,4,2
189.13,6,3
57.49,6,2
57.02,37,4
37.04,5,2
36.07,5,2
186.51,15,3
24.9,8,2
49.41,38,4
48.29,5,2
64.56,3,2
57.32,9,2
71.33,4,2
46.55,5,2
57.39,2,2
66.51,10,2
59.71,9,2
37.58,7,2
66.26,3,2
49.39,6,2
36.53,6,2
40.95,6,2
187.37,14,3
55.97,3,2
40.63,3,2
48.31,6,2
58.97,6,2
44.03,7,2
39.79,4,2
56.45,6,2
188.61,9,3
43.84,22,4
37.63,3,2
45.95,3,2
56.08,4,2
40.94,59,4
56.55,2,2
58.68,24,4
42.2,5,2
61.23,3,2
50.56,5,2
185.5,67,1
55.73,1,2
31.37,5,2
42.54,5,2
38.43,4,2
192.37,99,1
59.87,36,4
51.55,27,4
48.51,23,4
46.4,34,4
58.88,5,2
175.29,11,3
62.58,5,2
45.15,3,2
54.43,4,2
189.25,7,3
192.21,8,3
32.58,6,2
46.08,35,4
50.96,1,2
47.51,9,2
174.91,12,3
190.13,52,1
69.44,8,2
54.33,6,2
48.84,4,2
188.06,75,1
175.8,7,3
208.65,45,1
46.14,5,2
38.21,5,2
170.22,16,3
160.5,14,3
37.13,5,2
50.43,7,2
47.64,5,2
51.75,6,2
66.52,2,2
54.87,4,2
53.34,2,2
184.14,9,3
44.51,6,2
165.87,3,3
46.64,5,2
48.96,6,2
27.32,6,2
